PCS.vBatAverage;CDH.OBT
33.02038;2015-05-31 14:56:28+00:00
33.02038;2015-05-31 14:56:36+00:00
33.02038;2015-05-31 14:56:44+00:00
33.03912;2015-05-31 14:56:52+00:00
33.03912;2015-05-31 14:57:00+00:00
33.03912;2015-05-31 14:57:08+00:00
33.03912;2015-05-31 14:57:16+00:00
33.03912;2015-05-31 14:57:24+00:00
33.03912;2015-05-31 14:57:32+00:00
33.03912;2015-05-31 14:57:40+00:00
33.03912;2015-05-31 14:57:48+00:00
33.02038;2015-05-31 14:57:56+00:00
33.03912;2015-05-31 14:58:04+00:00
33.03912;2015-05-31 14:58:12+00:00
33.03912;2015-05-31 14:58:20+00:00
33.02038;2015-05-31 14:58:28+00:00
33.03912;2015-05-31 14:58:36+00:00
33.03912;2015-05-31 14:58:44+00:00
33.03912;2015-05-31 14:58:52+00:00
33.03912;2015-05-31 14:59:00+00:00
33.03912;2015-05-31 14:59:08+00:00
33.03912;2015-05-31 14:59:16+00:00
33.02038;2015-05-31 14:59:24+00:00
33.02038;2015-05-31 14:59:32+00:00
33.03912;2015-05-31 14:59:40+00:00
33.02038;2015-05-31 14:59:48+00:00
33.02038;2015-05-31 14:59:56+00:00
33.02038;2015-05-31 15:00:04+00:00
33.02038;2015-05-31 15:00:12+00:00
33.02038;2015-05-31 15:00:20+00:00
33.03912;2015-05-31 15:00:28+00:00
33.03912;2015-05-31 15:00:36+00:00
33.03912;2015-05-31 15:00:44+00:00
33.03912;2015-05-31 15:00:52+00:00
33.02038;2015-05-31 15:01:00+00:00
33.03912;2015-05-31 15:01:08+00:00
33.03912;2015-05-31 15:01:16+00:00
33.02038;2015-05-31 15:01:24+00:00
33.02038;2015-05-31 15:01:32+00:00
33.02038;2015-05-31 15:01:40+00:00
33.03912;2015-05-31 15:01:48+00:00
33.03912;2015-05-31 15:01:56+00:00
33.03912;2015-05-31 15:02:04+00:00
33.02038;2015-05-31 15:02:12+00:00
33.02038;2015-05-31 15:02:20+00:00
33.03912;2015-05-31 15:02:28+00:00
33.03912;2015-05-31 15:02:36+00:00
33.03912;2015-05-31 15:02:44+00:00
33.03912;2015-05-31 15:02:52+00:00
33.02038;2015-05-31 15:03:00+00:00
33.03912;2015-05-31 15:03:08+00:00
33.03912;2015-05-31 15:03:16+00:00
33.03912;2015-05-31 15:03:24+00:00
33.03912;2015-05-31 15:03:32+00:00
33.03912;2015-05-31 15:03:40+00:00
33.03912;2015-05-31 15:03:48+00:00
33.03912;2015-05-31 15:03:56+00:00
33.05785;2015-05-31 15:04:04+00:00
33.03912;2015-05-31 15:04:12+00:00
33.03912;2015-05-31 15:04:20+00:00
33.02038;2015-05-31 15:04:28+00:00
33.02038;2015-05-31 15:04:36+00:00
33.00165;2015-05-31 15:04:44+00:00
33.02038;2015-05-31 15:04:52+00:00
33.03912;2015-05-31 15:05:00+00:00
33.03912;2015-05-31 15:05:08+00:00
33.02038;2015-05-31 15:05:16+00:00
33.02038;2015-05-31 15:05:24+00:00
33.02038;2015-05-31 15:05:32+00:00
33.02038;2015-05-31 15:05:40+00:00
33.02038;2015-05-31 15:05:48+00:00
33.02038;2015-05-31 15:05:56+00:00
33.02038;2015-05-31 15:06:04+00:00
33.03912;2015-05-31 15:06:12+00:00
33.02038;2015-05-31 15:06:20+00:00
33.02038;2015-05-31 15:06:28+00:00
33.00165;2015-05-31 15:06:36+00:00
33.02038;2015-05-31 15:06:44+00:00
33.02038;2015-05-31 15:06:52+00:00
33.02038;2015-05-31 15:07:00+00:00
33.00165;2015-05-31 15:07:08+00:00
33.00165;2015-05-31 15:07:16+00:00
33.00165;2015-05-31 15:07:24+00:00
33.00165;2015-05-31 15:07:32+00:00
33.00165;2015-05-31 15:07:40+00:00
33.02038;2015-05-31 15:07:48+00:00
33.02038;2015-05-31 15:07:56+00:00
33.02038;2015-05-31 15:08:04+00:00
33.02038;2015-05-31 15:08:12+00:00
33.00165;2015-05-31 15:08:20+00:00
33.00165;2015-05-31 15:08:28+00:00
33.00165;2015-05-31 15:08:36+00:00
33.02038;2015-05-31 15:08:44+00:00
33.02038;2015-05-31 15:08:52+00:00
33.02038;2015-05-31 15:09:00+00:00
33.02038;2015-05-31 15:09:08+00:00
33.00165;2015-05-31 15:09:16+00:00
33.00165;2015-05-31 15:09:24+00:00
33.00165;2015-05-31 15:09:32+00:00
33.00165;2015-05-31 15:09:40+00:00
33.02038;2015-05-31 15:09:48+00:00
33.02038;2015-05-31 15:09:56+00:00
33.02038;2015-05-31 15:10:04+00:00
33.02038;2015-05-31 15:10:12+00:00
33.02038;2015-05-31 15:10:20+00:00
33.02038;2015-05-31 15:10:28+00:00
33.02038;2015-05-31 15:10:36+00:00
33.03912;2015-05-31 15:10:44+00:00
33.02038;2015-05-31 15:10:52+00:00
33.02038;2015-05-31 15:11:00+00:00
33.03912;2015-05-31 15:11:08+00:00
33.03912;2015-05-31 15:11:16+00:00
33.03912;2015-05-31 15:11:24+00:00
33.03912;2015-05-31 15:11:32+00:00
33.03912;2015-05-31 15:11:40+00:00
33.03912;2015-05-31 15:11:48+00:00
33.03912;2015-05-31 15:11:56+00:00
33.03912;2015-05-31 15:12:04+00:00
33.03912;2015-05-31 15:12:12+00:00
33.03912;2015-05-31 15:12:20+00:00
33.03912;2015-05-31 15:12:28+00:00
33.02038;2015-05-31 15:12:36+00:00
33.02038;2015-05-31 15:12:44+00:00
33.02038;2015-05-31 15:12:52+00:00
33.03912;2015-05-31 15:13:00+00:00
33.03912;2015-05-31 15:13:08+00:00
33.02038;2015-05-31 15:13:16+00:00
33.00165;2015-05-31 15:13:24+00:00
33.02038;2015-05-31 15:13:32+00:00
33.02038;2015-05-31 15:13:40+00:00
33.02038;2015-05-31 15:13:48+00:00
33.02038;2015-05-31 15:13:56+00:00
33.02038;2015-05-31 15:14:04+00:00
33.00165;2015-05-31 15:14:12+00:00
33.02038;2015-05-31 15:14:20+00:00
33.02038;2015-05-31 15:14:28+00:00
33.02038;2015-05-31 15:14:36+00:00
33.02038;2015-05-31 15:14:44+00:00
33.00165;2015-05-31 15:14:52+00:00
33.02038;2015-05-31 15:15:00+00:00
33.02038;2015-05-31 15:15:08+00:00
33.02038;2015-05-31 15:15:16+00:00
33.02038;2015-05-31 15:15:24+00:00
33.02038;2015-05-31 15:15:32+00:00
33.02038;2015-05-31 15:15:40+00:00
33.02038;2015-05-31 15:15:48+00:00
33.02038;2015-05-31 15:15:56+00:00
33.02038;2015-05-31 15:16:04+00:00
33.02038;2015-05-31 15:16:12+00:00
33.02038;2015-05-31 15:16:20+00:00
33.02038;2015-05-31 15:16:28+00:00
33.02038;2015-05-31 15:16:36+00:00
33.02038;2015-05-31 15:16:44+00:00
33.02038;2015-05-31 15:16:52+00:00
33.03912;2015-05-31 15:17:00+00:00
33.03912;2015-05-31 15:17:08+00:00
33.03912;2015-05-31 15:17:16+00:00
33.02038;2015-05-31 15:17:24+00:00
33.03912;2015-05-31 15:17:32+00:00
33.03912;2015-05-31 15:17:40+00:00
33.03912;2015-05-31 15:17:48+00:00
33.03912;2015-05-31 15:17:56+00:00
33.03912;2015-05-31 15:18:04+00:00
33.03912;2015-05-31 15:18:12+00:00
33.02038;2015-05-31 15:18:20+00:00
33.03912;2015-05-31 15:18:28+00:00
33.03912;2015-05-31 15:18:36+00:00
33.03912;2015-05-31 15:18:44+00:00
33.03912;2015-05-31 15:18:52+00:00
33.03912;2015-05-31 15:19:00+00:00
33.02038;2015-05-31 15:19:08+00:00
33.03912;2015-05-31 15:19:16+00:00
33.03912;2015-05-31 15:19:24+00:00
33.03912;2015-05-31 15:19:32+00:00
33.03912;2015-05-31 15:19:40+00:00
33.03912;2015-05-31 15:19:48+00:00
33.02038;2015-05-31 15:19:56+00:00
33.02038;2015-05-31 15:20:04+00:00
33.03912;2015-05-31 15:20:12+00:00
33.02038;2015-05-31 15:20:20+00:00
33.02038;2015-05-31 15:20:28+00:00
33.02038;2015-05-31 15:20:36+00:00
33.02038;2015-05-31 15:20:44+00:00
33.02038;2015-05-31 15:20:52+00:00
33.02038;2015-05-31 15:21:00+00:00
33.02038;2015-05-31 15:21:08+00:00
33.02038;2015-05-31 15:21:16+00:00
33.02038;2015-05-31 15:21:24+00:00
33.02038;2015-05-31 15:21:32+00:00
33.03912;2015-05-31 15:21:40+00:00
33.02038;2015-05-31 15:21:48+00:00
33.02038;2015-05-31 15:21:56+00:00
33.02038;2015-05-31 15:22:04+00:00
33.02038;2015-05-31 15:22:12+00:00
33.03912;2015-05-31 15:22:20+00:00
33.03912;2015-05-31 15:22:28+00:00
33.02038;2015-05-31 15:22:36+00:00
33.02038;2015-05-31 15:22:44+00:00
33.03912;2015-05-31 15:22:52+00:00
33.03912;2015-05-31 15:23:00+00:00
33.02038;2015-05-31 15:23:08+00:00
33.02038;2015-05-31 15:23:16+00:00
33.03912;2015-05-31 15:23:24+00:00
33.03912;2015-05-31 15:23:32+00:00
33.03912;2015-05-31 15:23:40+00:00
33.03912;2015-05-31 15:23:48+00:00
33.03912;2015-05-31 15:23:56+00:00
33.02038;2015-05-31 15:24:04+00:00
33.02038;2015-05-31 15:24:12+00:00
33.03912;2015-05-31 15:24:20+00:00
33.03912;2015-05-31 15:24:28+00:00
33.03912;2015-05-31 15:24:36+00:00
33.03912;2015-05-31 15:24:44+00:00
33.03912;2015-05-31 15:24:52+00:00
33.03912;2015-05-31 15:25:00+00:00
33.03912;2015-05-31 15:25:08+00:00
33.03912;2015-05-31 15:25:16+00:00
33.03912;2015-05-31 15:25:24+00:00
33.03912;2015-05-31 15:25:32+00:00
33.02038;2015-05-31 15:25:40+00:00
33.03912;2015-05-31 15:25:48+00:00
33.03912;2015-05-31 15:25:56+00:00
33.03912;2015-05-31 15:26:04+00:00
33.03912;2015-05-31 15:26:12+00:00
33.03912;2015-05-31 15:26:20+00:00
33.02038;2015-05-31 15:26:28+00:00
33.02038;2015-05-31 15:26:36+00:00
33.02038;2015-05-31 15:26:44+00:00
33.03912;2015-05-31 15:26:52+00:00
33.02038;2015-05-31 15:27:00+00:00
33.03912;2015-05-31 15:27:08+00:00
33.02038;2015-05-31 15:27:16+00:00
33.02038;2015-05-31 15:27:24+00:00
33.02038;2015-05-31 15:27:32+00:00
33.03912;2015-05-31 15:27:40+00:00
33.03912;2015-05-31 15:27:48+00:00
33.03912;2015-05-31 15:27:56+00:00
33.02038;2015-05-31 15:28:04+00:00
33.02038;2015-05-31 15:28:12+00:00
33.02038;2015-05-31 15:28:20+00:00
33.03912;2015-05-31 15:28:28+00:00
33.03912;2015-05-31 15:28:36+00:00
33.02038;2015-05-31 15:28:44+00:00
33.02038;2015-05-31 15:28:52+00:00
33.02038;2015-05-31 15:29:00+00:00
33.03912;2015-05-31 15:29:08+00:00
33.02038;2015-05-31 15:29:16+00:00
33.02038;2015-05-31 15:29:24+00:00
33.02038;2015-05-31 15:29:32+00:00
33.02038;2015-05-31 15:29:40+00:00
33.03912;2015-05-31 15:29:48+00:00
33.03912;2015-05-31 15:29:56+00:00
33.03912;2015-05-31 15:30:04+00:00
33.02038;2015-05-31 15:30:12+00:00
33.03912;2015-05-31 15:30:20+00:00
33.03912;2015-05-31 15:30:28+00:00
33.03912;2015-05-31 15:30:36+00:00
33.03912;2015-05-31 15:30:44+00:00
33.03912;2015-05-31 15:30:52+00:00
33.03912;2015-05-31 15:31:00+00:00
33.03912;2015-05-31 15:31:08+00:00
33.03912;2015-05-31 15:31:16+00:00
33.03912;2015-05-31 15:31:24+00:00
33.03912;2015-05-31 15:31:32+00:00
33.03912;2015-05-31 15:31:40+00:00
33.03912;2015-05-31 15:31:48+00:00
33.03912;2015-05-31 15:31:56+00:00
33.03912;2015-05-31 15:32:04+00:00
33.03912;2015-05-31 15:32:12+00:00
33.03912;2015-05-31 15:32:20+00:00
33.03912;2015-05-31 15:32:28+00:00
33.03912;2015-05-31 15:32:36+00:00
33.02038;2015-05-31 15:32:44+00:00
33.02038;2015-05-31 15:32:52+00:00
33.02038;2015-05-31 15:33:00+00:00
33.03912;2015-05-31 15:33:08+00:00
33.03912;2015-05-31 15:33:16+00:00
33.03912;2015-05-31 15:33:24+00:00
33.02038;2015-05-31 15:33:32+00:00
33.02038;2015-05-31 15:33:40+00:00
33.02038;2015-05-31 15:33:48+00:00
33.03912;2015-05-31 15:33:56+00:00
33.03912;2015-05-31 15:34:04+00:00
33.03912;2015-05-31 15:34:12+00:00
33.02038;2015-05-31 15:34:20+00:00
33.02038;2015-05-31 15:34:28+00:00
33.02038;2015-05-31 15:34:36+00:00
33.03912;2015-05-31 15:34:44+00:00
33.03912;2015-05-31 15:34:52+00:00
33.03912;2015-05-31 15:35:00+00:00
33.02038;2015-05-31 15:35:08+00:00
33.02038;2015-05-31 15:35:16+00:00
33.02038;2015-05-31 15:35:24+00:00
33.03912;2015-05-31 15:35:32+00:00
33.03912;2015-05-31 15:35:40+00:00
33.03912;2015-05-31 15:35:48+00:00
33.02038;2015-05-31 15:35:56+00:00
33.03912;2015-05-31 15:36:04+00:00
33.03912;2015-05-31 15:36:12+00:00
33.02038;2015-05-31 15:36:20+00:00
33.03912;2015-05-31 15:36:28+00:00
33.03912;2015-05-31 15:36:36+00:00
33.03912;2015-05-31 15:36:44+00:00
33.03912;2015-05-31 15:36:52+00:00
33.05785;2015-05-31 15:37:00+00:00
33.03912;2015-05-31 15:37:08+00:00
33.03912;2015-05-31 15:37:16+00:00
33.02038;2015-05-31 15:37:24+00:00
33.03912;2015-05-31 15:37:32+00:00
33.03912;2015-05-31 15:37:40+00:00
33.03912;2015-05-31 15:37:48+00:00
33.03912;2015-05-31 15:37:56+00:00
33.03912;2015-05-31 15:38:04+00:00
33.03912;2015-05-31 15:38:12+00:00
33.03912;2015-05-31 15:38:20+00:00
33.03912;2015-05-31 15:38:28+00:00
33.03912;2015-05-31 15:38:36+00:00
33.03912;2015-05-31 15:38:44+00:00
33.02038;2015-05-31 15:38:52+00:00
33.02038;2015-05-31 15:39:00+00:00
33.02038;2015-05-31 15:39:08+00:00
33.02038;2015-05-31 15:39:16+00:00
33.03912;2015-05-31 15:39:24+00:00
33.03912;2015-05-31 15:39:32+00:00
33.02038;2015-05-31 15:39:40+00:00
33.02038;2015-05-31 15:39:48+00:00
33.02038;2015-05-31 15:39:56+00:00
33.02038;2015-05-31 15:40:04+00:00
33.03912;2015-05-31 15:40:12+00:00
33.02038;2015-05-31 15:40:20+00:00
33.02038;2015-05-31 15:40:28+00:00
33.02038;2015-05-31 15:40:36+00:00
33.02038;2015-05-31 15:40:44+00:00
33.02038;2015-05-31 15:40:52+00:00
33.02038;2015-05-31 15:41:00+00:00
33.00165;2015-05-31 15:41:08+00:00
33.02038;2015-05-31 15:41:16+00:00
33.02038;2015-05-31 15:41:24+00:00
33.02038;2015-05-31 15:41:32+00:00
33.02038;2015-05-31 15:41:40+00:00
33.02038;2015-05-31 15:41:48+00:00
33.02038;2015-05-31 15:41:56+00:00
33.02038;2015-05-31 15:42:04+00:00
33.02038;2015-05-31 15:42:12+00:00
33.02038;2015-05-31 15:42:20+00:00
33.02038;2015-05-31 15:42:28+00:00
33.02038;2015-05-31 15:42:36+00:00
33.02038;2015-05-31 15:42:44+00:00
33.03912;2015-05-31 15:42:52+00:00
33.03912;2015-05-31 15:43:00+00:00
33.03912;2015-05-31 15:43:08+00:00
33.02038;2015-05-31 15:43:16+00:00
33.02038;2015-05-31 15:43:24+00:00
33.02038;2015-05-31 15:43:32+00:00
33.02038;2015-05-31 15:43:40+00:00
33.03912;2015-05-31 15:43:48+00:00
33.03912;2015-05-31 15:43:56+00:00
33.03912;2015-05-31 15:44:04+00:00
33.02038;2015-05-31 15:44:12+00:00
33.02038;2015-05-31 15:44:20+00:00
33.03912;2015-05-31 15:44:28+00:00
33.03912;2015-05-31 15:44:36+00:00
33.03912;2015-05-31 15:44:44+00:00
33.03912;2015-05-31 15:44:52+00:00
33.03912;2015-05-31 15:45:00+00:00
33.02038;2015-05-31 15:45:08+00:00
33.02038;2015-05-31 15:45:16+00:00
33.02038;2015-05-31 15:45:24+00:00
33.02038;2015-05-31 15:45:32+00:00
33.02038;2015-05-31 15:45:40+00:00
33.02038;2015-05-31 15:45:48+00:00
33.02038;2015-05-31 15:45:56+00:00
33.02038;2015-05-31 15:46:04+00:00
33.02038;2015-05-31 15:46:12+00:00
33.02038;2015-05-31 15:46:20+00:00
33.02038;2015-05-31 15:46:28+00:00
33.02038;2015-05-31 15:46:36+00:00
33.02038;2015-05-31 15:46:44+00:00
33.02038;2015-05-31 15:46:52+00:00
33.02038;2015-05-31 15:47:00+00:00
33.02038;2015-05-31 15:47:08+00:00
33.02038;2015-05-31 15:47:16+00:00
33.02038;2015-05-31 15:47:24+00:00
33.02038;2015-05-31 15:47:32+00:00
33.02038;2015-05-31 15:47:40+00:00
33.02038;2015-05-31 15:47:48+00:00
33.02038;2015-05-31 15:47:56+00:00
33.02038;2015-05-31 15:48:04+00:00
33.02038;2015-05-31 15:48:12+00:00
33.02038;2015-05-31 15:48:20+00:00
33.02038;2015-05-31 15:48:28+00:00
33.02038;2015-05-31 15:48:36+00:00
33.00165;2015-05-31 15:48:44+00:00
33.02038;2015-05-31 15:48:52+00:00
33.03912;2015-05-31 15:49:00+00:00
33.03912;2015-05-31 15:49:08+00:00
33.02038;2015-05-31 15:49:16+00:00
33.02038;2015-05-31 15:49:24+00:00
33.02038;2015-05-31 15:49:32+00:00
33.03912;2015-05-31 15:49:40+00:00
33.03912;2015-05-31 15:49:48+00:00
33.03912;2015-05-31 15:49:56+00:00
33.03912;2015-05-31 15:50:04+00:00
33.03912;2015-05-31 15:50:12+00:00
33.02038;2015-05-31 15:50:20+00:00
33.03912;2015-05-31 15:50:28+00:00
33.03912;2015-05-31 15:50:36+00:00
33.03912;2015-05-31 15:50:44+00:00
33.03912;2015-05-31 15:50:52+00:00
33.03912;2015-05-31 15:51:00+00:00
33.03912;2015-05-31 15:51:08+00:00
33.03912;2015-05-31 15:51:16+00:00
33.03912;2015-05-31 15:51:24+00:00
33.03912;2015-05-31 15:51:32+00:00
33.02038;2015-05-31 15:51:40+00:00
33.02038;2015-05-31 15:51:48+00:00
33.02038;2015-05-31 15:51:56+00:00
33.02038;2015-05-31 15:52:04+00:00
33.02038;2015-05-31 15:52:12+00:00
33.02038;2015-05-31 15:52:20+00:00
33.02038;2015-05-31 15:52:28+00:00
33.02038;2015-05-31 15:52:36+00:00
33.02038;2015-05-31 15:52:44+00:00
33.02038;2015-05-31 15:52:52+00:00
33.02038;2015-05-31 15:53:00+00:00
33.02038;2015-05-31 15:53:08+00:00
33.02038;2015-05-31 15:53:16+00:00
33.02038;2015-05-31 15:53:24+00:00
33.02038;2015-05-31 15:53:32+00:00
33.02038;2015-05-31 15:53:40+00:00
33.02038;2015-05-31 15:53:48+00:00
33.02038;2015-05-31 15:53:56+00:00
33.02038;2015-05-31 15:54:04+00:00
33.02038;2015-05-31 15:54:12+00:00
33.02038;2015-05-31 15:54:20+00:00
33.02038;2015-05-31 15:54:28+00:00
33.02038;2015-05-31 15:54:36+00:00
33.02038;2015-05-31 15:54:44+00:00
33.02038;2015-05-31 15:54:52+00:00
33.02038;2015-05-31 15:55:00+00:00
33.02038;2015-05-31 15:55:08+00:00
33.02038;2015-05-31 15:55:16+00:00
33.02038;2015-05-31 15:55:24+00:00
33.02038;2015-05-31 15:55:32+00:00
33.03912;2015-05-31 15:55:40+00:00
33.03912;2015-05-31 15:55:48+00:00
33.03912;2015-05-31 15:55:56+00:00
33.03912;2015-05-31 15:56:04+00:00
33.02038;2015-05-31 15:56:12+00:00
33.02038;2015-05-31 15:56:20+00:00
33.03912;2015-05-31 15:56:28+00:00
33.03912;2015-05-31 15:56:36+00:00
33.03912;2015-05-31 15:56:44+00:00
33.03912;2015-05-31 15:56:52+00:00
33.03912;2015-05-31 15:57:00+00:00
33.03912;2015-05-31 15:57:08+00:00
33.03912;2015-05-31 15:57:16+00:00
33.03912;2015-05-31 15:57:24+00:00
33.03912;2015-05-31 15:57:32+00:00
33.03912;2015-05-31 15:57:40+00:00
33.02038;2015-05-31 15:57:48+00:00
33.00165;2015-05-31 15:57:56+00:00
32.96419;2015-05-31 15:58:04+00:00
32.908;2015-05-31 15:58:12+00:00
32.77688;2015-05-31 15:58:20+00:00
32.58956;2015-05-31 15:58:28+00:00
32.49591;2015-05-31 15:58:36+00:00
32.43971;2015-05-31 15:58:44+00:00
32.38352;2015-05-31 15:58:52+00:00
32.36479;2015-05-31 15:59:00+00:00
32.34606;2015-05-31 15:59:08+00:00
32.34606;2015-05-31 15:59:16+00:00
32.34606;2015-05-31 15:59:24+00:00
32.32733;2015-05-31 15:59:32+00:00
32.3086;2015-05-31 15:59:40+00:00
32.27113;2015-05-31 15:59:48+00:00
32.2524;2015-05-31 15:59:56+00:00
32.23367;2015-05-31 16:00:04+00:00
32.27113;2015-05-31 16:00:12+00:00
32.2524;2015-05-31 16:00:20+00:00
32.2524;2015-05-31 16:00:28+00:00
32.19621;2015-05-31 16:00:36+00:00
32.19621;2015-05-31 16:00:44+00:00
32.17748;2015-05-31 16:00:52+00:00
32.19621;2015-05-31 16:01:00+00:00
32.19621;2015-05-31 16:01:08+00:00
32.19621;2015-05-31 16:01:16+00:00
32.14001;2015-05-31 16:01:24+00:00
32.14001;2015-05-31 16:01:32+00:00
32.12128;2015-05-31 16:01:40+00:00
32.15874;2015-05-31 16:01:48+00:00
32.14001;2015-05-31 16:01:56+00:00
32.10255;2015-05-31 16:02:04+00:00
32.10255;2015-05-31 16:02:12+00:00
32.08382;2015-05-31 16:02:20+00:00
32.10255;2015-05-31 16:02:28+00:00
32.10255;2015-05-31 16:02:36+00:00
32.10255;2015-05-31 16:02:44+00:00
32.08382;2015-05-31 16:02:52+00:00
32.06509;2015-05-31 16:03:00+00:00
32.04636;2015-05-31 16:03:08+00:00
32.04636;2015-05-31 16:03:16+00:00
32.08382;2015-05-31 16:03:24+00:00
32.08382;2015-05-31 16:03:32+00:00
32.10255;2015-05-31 16:03:40+00:00
32.06509;2015-05-31 16:03:48+00:00
32.06509;2015-05-31 16:03:56+00:00
32.08382;2015-05-31 16:04:04+00:00
32.08382;2015-05-31 16:04:12+00:00
32.08382;2015-05-31 16:04:20+00:00
32.06509;2015-05-31 16:04:28+00:00
32.04636;2015-05-31 16:04:36+00:00
32.08382;2015-05-31 16:04:44+00:00
32.08382;2015-05-31 16:04:52+00:00
32.04636;2015-05-31 16:05:00+00:00
32.04636;2015-05-31 16:05:08+00:00
32.04636;2015-05-31 16:05:16+00:00
32.04636;2015-05-31 16:05:24+00:00
32.08382;2015-05-31 16:05:32+00:00
32.08382;2015-05-31 16:05:40+00:00
32.02763;2015-05-31 16:05:48+00:00
32.00889;2015-05-31 16:05:56+00:00
31.99016;2015-05-31 16:06:04+00:00
31.99016;2015-05-31 16:06:12+00:00
32.02763;2015-05-31 16:06:20+00:00
32.00889;2015-05-31 16:06:28+00:00
32.00889;2015-05-31 16:06:36+00:00
31.97143;2015-05-31 16:06:44+00:00
31.97143;2015-05-31 16:06:52+00:00
31.97143;2015-05-31 16:07:00+00:00
31.9527;2015-05-31 16:07:08+00:00
31.99016;2015-05-31 16:07:16+00:00
31.99016;2015-05-31 16:07:24+00:00
31.99016;2015-05-31 16:07:32+00:00
31.9527;2015-05-31 16:07:40+00:00
31.93397;2015-05-31 16:07:48+00:00
31.93397;2015-05-31 16:07:56+00:00
31.9527;2015-05-31 16:08:04+00:00
31.97143;2015-05-31 16:08:12+00:00
31.97143;2015-05-31 16:08:20+00:00
31.91524;2015-05-31 16:08:28+00:00
31.91524;2015-05-31 16:08:36+00:00
31.91524;2015-05-31 16:08:44+00:00
31.93397;2015-05-31 16:08:52+00:00
31.9527;2015-05-31 16:09:00+00:00
31.9527;2015-05-31 16:09:08+00:00
31.89651;2015-05-31 16:09:16+00:00
31.93397;2015-05-31 16:09:24+00:00
31.89651;2015-05-31 16:09:32+00:00
31.89651;2015-05-31 16:09:40+00:00
31.89651;2015-05-31 16:09:48+00:00
31.89651;2015-05-31 16:09:56+00:00
31.89651;2015-05-31 16:10:04+00:00
31.91524;2015-05-31 16:10:12+00:00
31.91524;2015-05-31 16:10:20+00:00
31.87778;2015-05-31 16:10:28+00:00
31.87778;2015-05-31 16:10:36+00:00
31.89651;2015-05-31 16:10:44+00:00
31.89651;2015-05-31 16:10:52+00:00
31.89651;2015-05-31 16:11:00+00:00
31.85904;2015-05-31 16:11:08+00:00
31.85904;2015-05-31 16:11:16+00:00
31.85904;2015-05-31 16:11:24+00:00
31.84031;2015-05-31 16:11:32+00:00
31.87778;2015-05-31 16:11:40+00:00
31.87778;2015-05-31 16:11:48+00:00
31.87778;2015-05-31 16:11:56+00:00
31.84031;2015-05-31 16:12:04+00:00
31.84031;2015-05-31 16:12:12+00:00
31.87778;2015-05-31 16:12:20+00:00
31.87778;2015-05-31 16:12:28+00:00
31.89651;2015-05-31 16:12:36+00:00
31.89651;2015-05-31 16:12:44+00:00
31.85904;2015-05-31 16:12:52+00:00
31.85904;2015-05-31 16:13:00+00:00
31.89651;2015-05-31 16:13:08+00:00
31.89651;2015-05-31 16:13:16+00:00
31.89651;2015-05-31 16:13:24+00:00
31.85904;2015-05-31 16:13:32+00:00
31.85904;2015-05-31 16:13:40+00:00
31.84031;2015-05-31 16:13:48+00:00
31.84031;2015-05-31 16:13:56+00:00
31.87778;2015-05-31 16:14:04+00:00
31.87778;2015-05-31 16:14:12+00:00
31.85904;2015-05-31 16:14:20+00:00
31.80285;2015-05-31 16:14:28+00:00
31.80285;2015-05-31 16:14:36+00:00
31.80285;2015-05-31 16:14:44+00:00
31.78412;2015-05-31 16:14:52+00:00
31.78412;2015-05-31 16:15:00+00:00
31.82158;2015-05-31 16:15:08+00:00
31.80285;2015-05-31 16:15:16+00:00
31.82158;2015-05-31 16:15:24+00:00
31.78412;2015-05-31 16:15:32+00:00
31.82158;2015-05-31 16:15:40+00:00
31.87778;2015-05-31 16:15:48+00:00
32.00889;2015-05-31 16:15:56+00:00
32.28986;2015-05-31 16:16:04+00:00
32.66449;2015-05-31 16:16:12+00:00
32.98292;2015-05-31 16:16:20+00:00
33.2077;2015-05-31 16:16:28+00:00
33.18897;2015-05-31 16:16:36+00:00
33.17023;2015-05-31 16:16:44+00:00
33.1515;2015-05-31 16:16:52+00:00
33.11404;2015-05-31 16:17:00+00:00
33.05785;2015-05-31 16:17:08+00:00
33.03912;2015-05-31 16:17:16+00:00
33.03912;2015-05-31 16:17:24+00:00
33.03912;2015-05-31 16:17:32+00:00
33.03912;2015-05-31 16:17:40+00:00
33.05785;2015-05-31 16:17:48+00:00
33.03912;2015-05-31 16:17:56+00:00
33.03912;2015-05-31 16:18:04+00:00
33.03912;2015-05-31 16:18:12+00:00
33.03912;2015-05-31 16:18:20+00:00
33.03912;2015-05-31 16:18:28+00:00
33.03912;2015-05-31 16:18:36+00:00
33.03912;2015-05-31 16:18:44+00:00
33.03912;2015-05-31 16:18:52+00:00
33.05785;2015-05-31 16:19:00+00:00
33.03912;2015-05-31 16:19:08+00:00
33.03912;2015-05-31 16:19:16+00:00
33.03912;2015-05-31 16:19:24+00:00
33.03912;2015-05-31 16:19:32+00:00
33.03912;2015-05-31 16:19:40+00:00
33.03912;2015-05-31 16:19:48+00:00
33.02038;2015-05-31 16:19:56+00:00
33.02038;2015-05-31 16:20:04+00:00
33.02038;2015-05-31 16:20:12+00:00
33.03912;2015-05-31 16:20:20+00:00
33.03912;2015-05-31 16:20:28+00:00
33.03912;2015-05-31 16:20:36+00:00
33.03912;2015-05-31 16:20:44+00:00
33.03912;2015-05-31 16:20:52+00:00
33.03912;2015-05-31 16:21:00+00:00
