PCS.vBatAverage;CDH.OBT
33.03912;2015-06-02 07:05:25+00:00
33.02038;2015-06-02 07:05:33+00:00
33.02038;2015-06-02 07:05:41+00:00
33.02038;2015-06-02 07:05:49+00:00
33.03912;2015-06-02 07:05:57+00:00
33.03912;2015-06-02 07:06:05+00:00
33.02038;2015-06-02 07:06:13+00:00
33.02038;2015-06-02 07:06:21+00:00
33.02038;2015-06-02 07:06:29+00:00
33.00165;2015-06-02 07:06:37+00:00
32.94546;2015-06-02 07:06:45+00:00
32.8518;2015-06-02 07:06:53+00:00
32.58956;2015-06-02 07:07:01+00:00
32.45845;2015-06-02 07:07:09+00:00
32.43971;2015-06-02 07:07:17+00:00
32.42098;2015-06-02 07:07:25+00:00
32.36479;2015-06-02 07:07:33+00:00
32.32733;2015-06-02 07:07:41+00:00
32.3086;2015-06-02 07:07:49+00:00
32.3086;2015-06-02 07:07:57+00:00
32.3086;2015-06-02 07:08:05+00:00
32.27113;2015-06-02 07:08:13+00:00
32.23367;2015-06-02 07:08:21+00:00
32.23367;2015-06-02 07:08:29+00:00
32.21494;2015-06-02 07:08:37+00:00
32.23367;2015-06-02 07:08:45+00:00
32.23367;2015-06-02 07:08:53+00:00
32.21494;2015-06-02 07:09:01+00:00
32.17748;2015-06-02 07:09:09+00:00
32.15874;2015-06-02 07:09:17+00:00
32.14001;2015-06-02 07:09:25+00:00
32.17748;2015-06-02 07:09:33+00:00
32.17748;2015-06-02 07:09:41+00:00
32.15874;2015-06-02 07:09:49+00:00
32.12128;2015-06-02 07:09:57+00:00
32.10255;2015-06-02 07:10:05+00:00
32.10255;2015-06-02 07:10:13+00:00
32.14001;2015-06-02 07:10:21+00:00
32.12128;2015-06-02 07:10:29+00:00
32.12128;2015-06-02 07:10:37+00:00
32.08382;2015-06-02 07:10:45+00:00
32.08382;2015-06-02 07:10:53+00:00
32.06509;2015-06-02 07:11:01+00:00
32.06509;2015-06-02 07:11:09+00:00
32.08382;2015-06-02 07:11:17+00:00
32.08382;2015-06-02 07:11:25+00:00
32.06509;2015-06-02 07:11:33+00:00
32.04636;2015-06-02 07:11:41+00:00
32.04636;2015-06-02 07:11:49+00:00
32.06509;2015-06-02 07:11:57+00:00
32.04636;2015-06-02 07:12:05+00:00
32.00889;2015-06-02 07:12:13+00:00
32.00889;2015-06-02 07:12:21+00:00
32.04636;2015-06-02 07:12:29+00:00
32.02763;2015-06-02 07:12:37+00:00
32.02763;2015-06-02 07:12:45+00:00
31.99016;2015-06-02 07:12:53+00:00
32.00889;2015-06-02 07:13:01+00:00
32.00889;2015-06-02 07:13:09+00:00
31.97143;2015-06-02 07:13:17+00:00
32.00889;2015-06-02 07:13:25+00:00
32.00889;2015-06-02 07:13:33+00:00
32.00889;2015-06-02 07:13:41+00:00
32.00889;2015-06-02 07:13:49+00:00
31.99016;2015-06-02 07:13:57+00:00
32.02763;2015-06-02 07:14:05+00:00
32.02763;2015-06-02 07:14:13+00:00
32.02763;2015-06-02 07:14:21+00:00
31.99016;2015-06-02 07:14:29+00:00
31.99016;2015-06-02 07:14:37+00:00
31.99016;2015-06-02 07:14:45+00:00
31.97143;2015-06-02 07:14:53+00:00
32.00889;2015-06-02 07:15:01+00:00
32.00889;2015-06-02 07:15:09+00:00
32.00889;2015-06-02 07:15:17+00:00
31.97143;2015-06-02 07:15:25+00:00
31.9527;2015-06-02 07:15:33+00:00
31.9527;2015-06-02 07:15:41+00:00
31.99016;2015-06-02 07:15:49+00:00
31.99016;2015-06-02 07:15:57+00:00
31.9527;2015-06-02 07:16:05+00:00
31.91524;2015-06-02 07:16:13+00:00
31.89651;2015-06-02 07:16:21+00:00
31.89651;2015-06-02 07:16:29+00:00
31.89651;2015-06-02 07:16:37+00:00
31.91524;2015-06-02 07:16:45+00:00
31.91524;2015-06-02 07:16:53+00:00
31.89651;2015-06-02 07:17:01+00:00
31.87778;2015-06-02 07:17:09+00:00
31.85904;2015-06-02 07:17:17+00:00
31.85904;2015-06-02 07:17:25+00:00
31.85904;2015-06-02 07:17:33+00:00
31.87778;2015-06-02 07:17:41+00:00
31.87778;2015-06-02 07:17:49+00:00
31.87778;2015-06-02 07:17:57+00:00
31.84031;2015-06-02 07:18:05+00:00
31.84031;2015-06-02 07:18:13+00:00
31.82158;2015-06-02 07:18:21+00:00
31.85904;2015-06-02 07:18:29+00:00
31.85904;2015-06-02 07:18:37+00:00
31.85904;2015-06-02 07:18:45+00:00
31.82158;2015-06-02 07:18:53+00:00
31.80285;2015-06-02 07:19:01+00:00
31.80285;2015-06-02 07:19:09+00:00
31.84031;2015-06-02 07:19:17+00:00
31.84031;2015-06-02 07:19:25+00:00
31.82158;2015-06-02 07:19:33+00:00
31.80285;2015-06-02 07:19:41+00:00
31.78412;2015-06-02 07:19:49+00:00
31.78412;2015-06-02 07:19:57+00:00
31.82158;2015-06-02 07:20:05+00:00
31.82158;2015-06-02 07:20:13+00:00
31.78412;2015-06-02 07:20:21+00:00
31.76539;2015-06-02 07:20:29+00:00
31.76539;2015-06-02 07:20:37+00:00
31.76539;2015-06-02 07:20:45+00:00
31.80285;2015-06-02 07:20:53+00:00
31.80285;2015-06-02 07:21:01+00:00
31.80285;2015-06-02 07:21:09+00:00
31.74666;2015-06-02 07:21:17+00:00
31.74666;2015-06-02 07:21:25+00:00
31.74666;2015-06-02 07:21:33+00:00
31.76539;2015-06-02 07:21:41+00:00
31.76539;2015-06-02 07:21:49+00:00
31.76539;2015-06-02 07:21:57+00:00
31.74666;2015-06-02 07:22:05+00:00
31.72793;2015-06-02 07:22:13+00:00
31.72793;2015-06-02 07:22:21+00:00
31.72793;2015-06-02 07:22:29+00:00
31.76539;2015-06-02 07:22:37+00:00
31.76539;2015-06-02 07:22:45+00:00
31.74666;2015-06-02 07:22:53+00:00
31.72793;2015-06-02 07:23:01+00:00
31.72793;2015-06-02 07:23:09+00:00
31.72793;2015-06-02 07:23:17+00:00
31.74666;2015-06-02 07:23:25+00:00
31.78412;2015-06-02 07:23:33+00:00
31.78412;2015-06-02 07:23:41+00:00
31.76539;2015-06-02 07:23:49+00:00
31.74666;2015-06-02 07:23:57+00:00
31.74666;2015-06-02 07:24:05+00:00
31.78412;2015-06-02 07:24:13+00:00
31.80285;2015-06-02 07:24:21+00:00
31.82158;2015-06-02 07:24:29+00:00
31.80285;2015-06-02 07:24:37+00:00
31.84031;2015-06-02 07:24:45+00:00
31.97143;2015-06-02 07:24:53+00:00
32.3086;2015-06-02 07:25:01+00:00
32.68322;2015-06-02 07:25:09+00:00
33.00165;2015-06-02 07:25:17+00:00
33.2077;2015-06-02 07:25:25+00:00
33.18897;2015-06-02 07:25:33+00:00
33.17023;2015-06-02 07:25:41+00:00
33.13277;2015-06-02 07:25:49+00:00
33.07658;2015-06-02 07:25:57+00:00
33.03912;2015-06-02 07:26:05+00:00
33.03912;2015-06-02 07:26:13+00:00
33.03912;2015-06-02 07:26:21+00:00
33.03912;2015-06-02 07:26:29+00:00
33.03912;2015-06-02 07:26:37+00:00
33.03912;2015-06-02 07:26:45+00:00
33.03912;2015-06-02 07:26:53+00:00
33.03912;2015-06-02 07:27:01+00:00
33.03912;2015-06-02 07:27:09+00:00
33.03912;2015-06-02 07:27:17+00:00
33.03912;2015-06-02 07:27:25+00:00
33.03912;2015-06-02 07:27:33+00:00
33.03912;2015-06-02 07:27:41+00:00
33.03912;2015-06-02 07:27:49+00:00
33.03912;2015-06-02 07:27:57+00:00
33.03912;2015-06-02 07:28:05+00:00
33.03912;2015-06-02 07:28:13+00:00
33.05785;2015-06-02 07:28:21+00:00
33.03912;2015-06-02 07:28:29+00:00
33.03912;2015-06-02 07:28:37+00:00
33.03912;2015-06-02 07:28:45+00:00
33.03912;2015-06-02 07:28:53+00:00
33.03912;2015-06-02 07:29:01+00:00
33.03912;2015-06-02 07:29:09+00:00
33.03912;2015-06-02 07:29:17+00:00
33.03912;2015-06-02 07:29:25+00:00
33.03912;2015-06-02 07:29:33+00:00
33.03912;2015-06-02 07:29:41+00:00
33.05785;2015-06-02 07:29:49+00:00
33.03912;2015-06-02 07:29:57+00:00
33.03912;2015-06-02 07:30:05+00:00
33.03912;2015-06-02 07:30:13+00:00
33.03912;2015-06-02 07:30:21+00:00
33.03912;2015-06-02 07:30:29+00:00
33.03912;2015-06-02 07:30:37+00:00
33.03912;2015-06-02 07:30:45+00:00
33.03912;2015-06-02 07:30:53+00:00
33.03912;2015-06-02 07:31:01+00:00
33.03912;2015-06-02 07:31:09+00:00
33.02038;2015-06-02 07:31:17+00:00
33.02038;2015-06-02 07:31:25+00:00
33.02038;2015-06-02 07:31:33+00:00
33.02038;2015-06-02 07:31:41+00:00
33.02038;2015-06-02 07:31:49+00:00
33.03912;2015-06-02 07:31:57+00:00
33.03912;2015-06-02 07:32:05+00:00
33.03912;2015-06-02 07:32:13+00:00
33.03912;2015-06-02 07:32:21+00:00
33.02038;2015-06-02 07:32:29+00:00
33.02038;2015-06-02 07:32:37+00:00
33.02038;2015-06-02 07:32:45+00:00
33.02038;2015-06-02 07:32:53+00:00
33.02038;2015-06-02 07:33:01+00:00
33.02038;2015-06-02 07:33:09+00:00
33.02038;2015-06-02 07:33:17+00:00
33.02038;2015-06-02 07:33:25+00:00
33.02038;2015-06-02 07:33:33+00:00
33.02038;2015-06-02 07:33:41+00:00
33.02038;2015-06-02 07:33:49+00:00
33.02038;2015-06-02 07:33:57+00:00
33.03912;2015-06-02 07:34:05+00:00
33.03912;2015-06-02 07:34:13+00:00
33.03912;2015-06-02 07:34:21+00:00
33.03912;2015-06-02 07:34:29+00:00
33.03912;2015-06-02 07:34:37+00:00
33.03912;2015-06-02 07:34:45+00:00
33.03912;2015-06-02 07:34:53+00:00
33.03912;2015-06-02 07:35:01+00:00
33.03912;2015-06-02 07:35:09+00:00
33.03912;2015-06-02 07:35:17+00:00
33.03912;2015-06-02 07:35:25+00:00
33.03912;2015-06-02 07:35:33+00:00
33.03912;2015-06-02 07:35:41+00:00
33.03912;2015-06-02 07:35:49+00:00
33.03912;2015-06-02 07:35:57+00:00
33.03912;2015-06-02 07:36:05+00:00
33.05785;2015-06-02 07:36:13+00:00
33.03912;2015-06-02 07:36:21+00:00
33.03912;2015-06-02 07:36:29+00:00
33.03912;2015-06-02 07:36:37+00:00
33.03912;2015-06-02 07:36:45+00:00
33.03912;2015-06-02 07:36:53+00:00
33.03912;2015-06-02 07:37:01+00:00
33.03912;2015-06-02 07:37:09+00:00
33.03912;2015-06-02 07:37:17+00:00
33.03912;2015-06-02 07:37:25+00:00
33.03912;2015-06-02 07:37:33+00:00
33.02038;2015-06-02 07:37:41+00:00
33.03912;2015-06-02 07:37:49+00:00
33.03912;2015-06-02 07:37:57+00:00
33.03912;2015-06-02 07:38:05+00:00
33.03912;2015-06-02 07:38:13+00:00
33.02038;2015-06-02 07:38:21+00:00
33.02038;2015-06-02 07:38:29+00:00
33.02038;2015-06-02 07:38:37+00:00
33.02038;2015-06-02 07:38:45+00:00
33.03912;2015-06-02 07:38:53+00:00
33.03912;2015-06-02 07:39:01+00:00
33.03912;2015-06-02 07:39:09+00:00
33.03912;2015-06-02 07:39:17+00:00
33.03912;2015-06-02 07:39:25+00:00
33.03912;2015-06-02 07:39:33+00:00
33.03912;2015-06-02 07:39:41+00:00
33.03912;2015-06-02 07:39:49+00:00
33.02038;2015-06-02 07:39:57+00:00
33.02038;2015-06-02 07:40:05+00:00
33.03912;2015-06-02 07:40:13+00:00
33.03912;2015-06-02 07:40:21+00:00
33.03912;2015-06-02 07:40:29+00:00
33.03912;2015-06-02 07:40:37+00:00
33.03912;2015-06-02 07:40:45+00:00
33.03912;2015-06-02 07:40:53+00:00
33.03912;2015-06-02 07:41:01+00:00
33.02038;2015-06-02 07:41:09+00:00
33.03912;2015-06-02 07:41:17+00:00
33.03912;2015-06-02 07:41:25+00:00
33.03912;2015-06-02 07:41:33+00:00
33.03912;2015-06-02 07:41:41+00:00
33.05785;2015-06-02 07:41:49+00:00
33.02038;2015-06-02 07:41:57+00:00
33.03912;2015-06-02 07:42:05+00:00
33.02038;2015-06-02 07:42:13+00:00
33.02038;2015-06-02 07:42:21+00:00
33.02038;2015-06-02 07:42:29+00:00
33.02038;2015-06-02 07:42:37+00:00
33.02038;2015-06-02 07:42:45+00:00
33.03912;2015-06-02 07:42:53+00:00
33.03912;2015-06-02 07:43:01+00:00
33.03912;2015-06-02 07:43:09+00:00
33.03912;2015-06-02 07:43:17+00:00
33.03912;2015-06-02 07:43:25+00:00
33.03912;2015-06-02 07:43:33+00:00
33.03912;2015-06-02 07:43:41+00:00
33.03912;2015-06-02 07:43:49+00:00
33.02038;2015-06-02 07:43:57+00:00
33.03912;2015-06-02 07:44:05+00:00
33.03912;2015-06-02 07:44:13+00:00
33.03912;2015-06-02 07:44:21+00:00
33.02038;2015-06-02 07:44:29+00:00
33.02038;2015-06-02 07:44:37+00:00
33.02038;2015-06-02 07:44:45+00:00
33.03912;2015-06-02 07:44:53+00:00
33.03912;2015-06-02 07:45:01+00:00
33.03912;2015-06-02 07:45:09+00:00
33.03912;2015-06-02 07:45:17+00:00
33.02038;2015-06-02 07:45:25+00:00
33.02038;2015-06-02 07:45:33+00:00
33.03912;2015-06-02 07:45:41+00:00
33.03912;2015-06-02 07:45:49+00:00
33.03912;2015-06-02 07:45:57+00:00
33.02038;2015-06-02 07:46:05+00:00
33.03912;2015-06-02 07:46:13+00:00
33.03912;2015-06-02 07:46:21+00:00
33.03912;2015-06-02 07:46:29+00:00
33.03912;2015-06-02 07:46:37+00:00
33.03912;2015-06-02 07:46:45+00:00
33.02038;2015-06-02 07:46:53+00:00
33.03912;2015-06-02 07:47:01+00:00
33.03912;2015-06-02 07:47:09+00:00
33.03912;2015-06-02 07:47:17+00:00
33.03912;2015-06-02 07:47:25+00:00
33.03912;2015-06-02 07:47:33+00:00
33.03912;2015-06-02 07:47:41+00:00
33.03912;2015-06-02 07:47:49+00:00
33.03912;2015-06-02 07:47:57+00:00
33.03912;2015-06-02 07:48:05+00:00
33.02038;2015-06-02 07:48:13+00:00
33.02038;2015-06-02 07:48:21+00:00
33.03912;2015-06-02 07:48:29+00:00
33.03912;2015-06-02 07:48:37+00:00
33.02038;2015-06-02 07:48:45+00:00
33.02038;2015-06-02 07:48:53+00:00
33.03912;2015-06-02 07:49:01+00:00
33.03912;2015-06-02 07:49:09+00:00
33.02038;2015-06-02 07:49:17+00:00
33.02038;2015-06-02 07:49:25+00:00
33.02038;2015-06-02 07:49:33+00:00
33.03912;2015-06-02 07:49:41+00:00
33.03912;2015-06-02 07:49:49+00:00
33.02038;2015-06-02 07:49:57+00:00
33.03912;2015-06-02 07:50:05+00:00
33.02038;2015-06-02 07:50:13+00:00
33.03912;2015-06-02 07:50:21+00:00
33.02038;2015-06-02 07:50:29+00:00
33.00165;2015-06-02 07:50:37+00:00
33.02038;2015-06-02 07:50:45+00:00
33.02038;2015-06-02 07:50:53+00:00
33.03912;2015-06-02 07:51:01+00:00
33.00165;2015-06-02 07:51:09+00:00
33.00165;2015-06-02 07:51:17+00:00
33.00165;2015-06-02 07:51:25+00:00
33.03912;2015-06-02 07:51:33+00:00
33.02038;2015-06-02 07:51:41+00:00
33.03912;2015-06-02 07:51:49+00:00
33.00165;2015-06-02 07:51:57+00:00
33.02038;2015-06-02 07:52:05+00:00
33.02038;2015-06-02 07:52:13+00:00
33.02038;2015-06-02 07:52:21+00:00
33.00165;2015-06-02 07:52:29+00:00
33.00165;2015-06-02 07:52:37+00:00
33.02038;2015-06-02 07:52:45+00:00
33.03912;2015-06-02 07:52:53+00:00
33.02038;2015-06-02 07:53:01+00:00
33.02038;2015-06-02 07:53:09+00:00
33.03912;2015-06-02 07:53:17+00:00
33.03912;2015-06-02 07:53:25+00:00
33.03912;2015-06-02 07:53:33+00:00
33.02038;2015-06-02 07:53:41+00:00
33.02038;2015-06-02 07:53:49+00:00
33.02038;2015-06-02 07:53:57+00:00
33.02038;2015-06-02 07:54:05+00:00
33.02038;2015-06-02 07:54:13+00:00
33.03912;2015-06-02 07:54:21+00:00
33.03912;2015-06-02 07:54:29+00:00
33.03912;2015-06-02 07:54:37+00:00
33.03912;2015-06-02 07:54:45+00:00
33.03912;2015-06-02 07:54:53+00:00
33.02038;2015-06-02 07:55:01+00:00
33.03912;2015-06-02 07:55:09+00:00
33.03912;2015-06-02 07:55:17+00:00
33.03912;2015-06-02 07:55:25+00:00
33.03912;2015-06-02 07:55:33+00:00
33.03912;2015-06-02 07:55:41+00:00
33.02038;2015-06-02 07:55:49+00:00
33.02038;2015-06-02 07:55:57+00:00
33.02038;2015-06-02 07:56:05+00:00
33.03912;2015-06-02 07:56:13+00:00
33.03912;2015-06-02 07:56:21+00:00
33.03912;2015-06-02 07:56:29+00:00
33.03912;2015-06-02 07:56:37+00:00
33.02038;2015-06-02 07:56:45+00:00
33.02038;2015-06-02 07:56:53+00:00
33.02038;2015-06-02 07:57:01+00:00
33.02038;2015-06-02 07:57:09+00:00
33.02038;2015-06-02 07:57:17+00:00
33.02038;2015-06-02 07:57:25+00:00
33.02038;2015-06-02 07:57:33+00:00
33.02038;2015-06-02 07:57:41+00:00
33.00165;2015-06-02 07:57:49+00:00
33.00165;2015-06-02 07:57:57+00:00
33.00165;2015-06-02 07:58:05+00:00
33.00165;2015-06-02 07:58:13+00:00
33.02038;2015-06-02 07:58:21+00:00
33.02038;2015-06-02 07:58:29+00:00
33.02038;2015-06-02 07:58:37+00:00
33.00165;2015-06-02 07:58:45+00:00
33.00165;2015-06-02 07:58:53+00:00
33.00165;2015-06-02 07:59:01+00:00
33.02038;2015-06-02 07:59:09+00:00
33.02038;2015-06-02 07:59:17+00:00
33.02038;2015-06-02 07:59:25+00:00
33.02038;2015-06-02 07:59:33+00:00
33.02038;2015-06-02 07:59:41+00:00
33.02038;2015-06-02 07:59:49+00:00
33.02038;2015-06-02 07:59:57+00:00
33.02038;2015-06-02 08:00:05+00:00
33.02038;2015-06-02 08:00:13+00:00
33.02038;2015-06-02 08:00:21+00:00
33.02038;2015-06-02 08:00:29+00:00
33.02038;2015-06-02 08:00:37+00:00
33.02038;2015-06-02 08:00:45+00:00
33.02038;2015-06-02 08:00:53+00:00
33.02038;2015-06-02 08:01:01+00:00
33.03912;2015-06-02 08:01:09+00:00
33.03912;2015-06-02 08:01:17+00:00
33.02038;2015-06-02 08:01:25+00:00
33.03912;2015-06-02 08:01:33+00:00
33.03912;2015-06-02 08:01:41+00:00
33.03912;2015-06-02 08:01:49+00:00
33.03912;2015-06-02 08:01:57+00:00
33.03912;2015-06-02 08:02:05+00:00
33.03912;2015-06-02 08:02:13+00:00
33.02038;2015-06-02 08:02:21+00:00
33.02038;2015-06-02 08:02:29+00:00
33.02038;2015-06-02 08:02:37+00:00
33.03912;2015-06-02 08:02:45+00:00
33.03912;2015-06-02 08:02:53+00:00
33.03912;2015-06-02 08:03:01+00:00
33.02038;2015-06-02 08:03:09+00:00
33.02038;2015-06-02 08:03:17+00:00
33.02038;2015-06-02 08:03:25+00:00
33.03912;2015-06-02 08:03:33+00:00
33.03912;2015-06-02 08:03:41+00:00
33.03912;2015-06-02 08:03:49+00:00
33.02038;2015-06-02 08:03:57+00:00
33.02038;2015-06-02 08:04:05+00:00
33.02038;2015-06-02 08:04:13+00:00
33.02038;2015-06-02 08:04:21+00:00
33.02038;2015-06-02 08:04:29+00:00
33.02038;2015-06-02 08:04:37+00:00
33.03912;2015-06-02 08:04:45+00:00
33.02038;2015-06-02 08:04:53+00:00
33.02038;2015-06-02 08:05:01+00:00
33.02038;2015-06-02 08:05:09+00:00
33.02038;2015-06-02 08:05:17+00:00
33.03912;2015-06-02 08:05:25+00:00
33.02038;2015-06-02 08:05:33+00:00
33.03912;2015-06-02 08:05:41+00:00
33.02038;2015-06-02 08:05:49+00:00
33.02038;2015-06-02 08:05:57+00:00
33.02038;2015-06-02 08:06:05+00:00
33.02038;2015-06-02 08:06:13+00:00
33.03912;2015-06-02 08:06:21+00:00
33.03912;2015-06-02 08:06:29+00:00
33.03912;2015-06-02 08:06:37+00:00
33.02038;2015-06-02 08:06:45+00:00
33.02038;2015-06-02 08:06:53+00:00
33.02038;2015-06-02 08:07:01+00:00
33.02038;2015-06-02 08:07:09+00:00
33.02038;2015-06-02 08:07:17+00:00
33.03912;2015-06-02 08:07:25+00:00
33.03912;2015-06-02 08:07:33+00:00
33.03912;2015-06-02 08:07:41+00:00
33.03912;2015-06-02 08:07:49+00:00
33.03912;2015-06-02 08:07:57+00:00
33.03912;2015-06-02 08:08:05+00:00
33.03912;2015-06-02 08:08:13+00:00
33.03912;2015-06-02 08:08:21+00:00
33.05785;2015-06-02 08:08:29+00:00
33.03912;2015-06-02 08:08:37+00:00
33.03912;2015-06-02 08:08:45+00:00
33.03912;2015-06-02 08:08:53+00:00
33.03912;2015-06-02 08:09:01+00:00
33.03912;2015-06-02 08:09:09+00:00
33.03912;2015-06-02 08:09:17+00:00
33.03912;2015-06-02 08:09:25+00:00
33.03912;2015-06-02 08:09:33+00:00
33.03912;2015-06-02 08:09:41+00:00
33.02038;2015-06-02 08:09:49+00:00
33.02038;2015-06-02 08:09:57+00:00
33.03912;2015-06-02 08:10:05+00:00
33.03912;2015-06-02 08:10:13+00:00
33.02038;2015-06-02 08:10:21+00:00
33.02038;2015-06-02 08:10:29+00:00
33.02038;2015-06-02 08:10:37+00:00
33.02038;2015-06-02 08:10:45+00:00
33.02038;2015-06-02 08:10:53+00:00
33.02038;2015-06-02 08:11:01+00:00
33.02038;2015-06-02 08:11:09+00:00
33.02038;2015-06-02 08:11:17+00:00
33.03912;2015-06-02 08:11:25+00:00
33.02038;2015-06-02 08:11:33+00:00
33.02038;2015-06-02 08:11:41+00:00
33.02038;2015-06-02 08:11:49+00:00
33.03912;2015-06-02 08:11:57+00:00
33.02038;2015-06-02 08:12:05+00:00
33.02038;2015-06-02 08:12:13+00:00
33.02038;2015-06-02 08:12:21+00:00
33.02038;2015-06-02 08:12:29+00:00
33.02038;2015-06-02 08:12:37+00:00
33.02038;2015-06-02 08:12:45+00:00
33.02038;2015-06-02 08:12:53+00:00
33.02038;2015-06-02 08:13:01+00:00
33.02038;2015-06-02 08:13:09+00:00
33.02038;2015-06-02 08:13:17+00:00
33.02038;2015-06-02 08:13:25+00:00
33.02038;2015-06-02 08:13:33+00:00
33.02038;2015-06-02 08:13:41+00:00
33.03912;2015-06-02 08:13:49+00:00
33.03912;2015-06-02 08:13:57+00:00
33.03912;2015-06-02 08:14:05+00:00
33.02038;2015-06-02 08:14:13+00:00
33.03912;2015-06-02 08:14:21+00:00
33.03912;2015-06-02 08:14:29+00:00
33.03912;2015-06-02 08:14:37+00:00
33.03912;2015-06-02 08:14:45+00:00
33.03912;2015-06-02 08:14:53+00:00
33.02038;2015-06-02 08:15:01+00:00
33.03912;2015-06-02 08:15:09+00:00
33.02038;2015-06-02 08:15:17+00:00
33.03912;2015-06-02 08:15:25+00:00
33.03912;2015-06-02 08:15:33+00:00
33.03912;2015-06-02 08:15:41+00:00
33.03912;2015-06-02 08:15:49+00:00
33.03912;2015-06-02 08:15:57+00:00
33.02038;2015-06-02 08:16:05+00:00
33.02038;2015-06-02 08:16:13+00:00
33.02038;2015-06-02 08:16:21+00:00
33.02038;2015-06-02 08:16:29+00:00
33.02038;2015-06-02 08:16:37+00:00
33.02038;2015-06-02 08:16:45+00:00
33.02038;2015-06-02 08:16:53+00:00
33.02038;2015-06-02 08:17:01+00:00
33.02038;2015-06-02 08:17:09+00:00
33.00165;2015-06-02 08:17:17+00:00
33.02038;2015-06-02 08:17:25+00:00
33.02038;2015-06-02 08:17:33+00:00
33.02038;2015-06-02 08:17:41+00:00
33.02038;2015-06-02 08:17:49+00:00
33.02038;2015-06-02 08:17:57+00:00
33.02038;2015-06-02 08:18:05+00:00
33.02038;2015-06-02 08:18:13+00:00
33.02038;2015-06-02 08:18:21+00:00
33.02038;2015-06-02 08:18:29+00:00
33.02038;2015-06-02 08:18:37+00:00
33.02038;2015-06-02 08:18:45+00:00
33.02038;2015-06-02 08:18:53+00:00
33.02038;2015-06-02 08:19:01+00:00
33.02038;2015-06-02 08:19:09+00:00
33.02038;2015-06-02 08:19:17+00:00
33.02038;2015-06-02 08:19:25+00:00
33.02038;2015-06-02 08:19:33+00:00
33.02038;2015-06-02 08:19:41+00:00
33.02038;2015-06-02 08:19:49+00:00
33.02038;2015-06-02 08:19:57+00:00
33.02038;2015-06-02 08:20:05+00:00
33.03912;2015-06-02 08:20:13+00:00
33.03912;2015-06-02 08:20:21+00:00
33.02038;2015-06-02 08:20:29+00:00
33.02038;2015-06-02 08:20:37+00:00
33.02038;2015-06-02 08:20:45+00:00
33.03912;2015-06-02 08:20:53+00:00
33.03912;2015-06-02 08:21:01+00:00
33.03912;2015-06-02 08:21:09+00:00
33.02038;2015-06-02 08:21:17+00:00
33.02038;2015-06-02 08:21:25+00:00
33.02038;2015-06-02 08:21:33+00:00
33.03912;2015-06-02 08:21:41+00:00
33.03912;2015-06-02 08:21:49+00:00
33.03912;2015-06-02 08:21:57+00:00
33.03912;2015-06-02 08:22:05+00:00
33.02038;2015-06-02 08:22:13+00:00
33.02038;2015-06-02 08:22:21+00:00
33.03912;2015-06-02 08:22:29+00:00
33.03912;2015-06-02 08:22:37+00:00
33.02038;2015-06-02 08:22:45+00:00
33.02038;2015-06-02 08:22:53+00:00
33.02038;2015-06-02 08:23:01+00:00
33.02038;2015-06-02 08:23:09+00:00
33.02038;2015-06-02 08:23:17+00:00
33.02038;2015-06-02 08:23:25+00:00
33.02038;2015-06-02 08:23:33+00:00
33.02038;2015-06-02 08:23:41+00:00
33.02038;2015-06-02 08:23:49+00:00
33.02038;2015-06-02 08:23:57+00:00
33.02038;2015-06-02 08:24:05+00:00
33.02038;2015-06-02 08:24:13+00:00
33.02038;2015-06-02 08:24:21+00:00
33.02038;2015-06-02 08:24:29+00:00
33.02038;2015-06-02 08:24:37+00:00
33.02038;2015-06-02 08:24:45+00:00
33.02038;2015-06-02 08:24:53+00:00
33.02038;2015-06-02 08:25:01+00:00
33.02038;2015-06-02 08:25:09+00:00
33.02038;2015-06-02 08:25:17+00:00
33.02038;2015-06-02 08:25:25+00:00
33.02038;2015-06-02 08:25:33+00:00
33.03912;2015-06-02 08:25:41+00:00
33.02038;2015-06-02 08:25:49+00:00
33.02038;2015-06-02 08:25:57+00:00
33.02038;2015-06-02 08:26:05+00:00
33.03912;2015-06-02 08:26:13+00:00
33.03912;2015-06-02 08:26:21+00:00
33.03912;2015-06-02 08:26:29+00:00
33.03912;2015-06-02 08:26:37+00:00
33.03912;2015-06-02 08:26:45+00:00
33.03912;2015-06-02 08:26:53+00:00
33.03912;2015-06-02 08:27:01+00:00
33.03912;2015-06-02 08:27:09+00:00
33.03912;2015-06-02 08:27:17+00:00
33.03912;2015-06-02 08:27:25+00:00
33.03912;2015-06-02 08:27:33+00:00
33.03912;2015-06-02 08:27:41+00:00
33.03912;2015-06-02 08:27:49+00:00
33.03912;2015-06-02 08:27:57+00:00
33.03912;2015-06-02 08:28:05+00:00
33.03912;2015-06-02 08:28:13+00:00
33.03912;2015-06-02 08:28:21+00:00
33.02038;2015-06-02 08:28:29+00:00
33.02038;2015-06-02 08:28:37+00:00
33.00165;2015-06-02 08:28:45+00:00
33.02038;2015-06-02 08:28:53+00:00
33.02038;2015-06-02 08:29:01+00:00
33.02038;2015-06-02 08:29:09+00:00
33.00165;2015-06-02 08:29:17+00:00
33.02038;2015-06-02 08:29:25+00:00
33.00165;2015-06-02 08:29:33+00:00
33.02038;2015-06-02 08:29:41+00:00
33.02038;2015-06-02 08:29:49+00:00
33.02038;2015-06-02 08:29:57+00:00
